CRASH_ID,UNIT_NBR,UNIT_DESC_ID,VEH_PARKED_FL,VEH_HNR_FL,VEH_LIC_STATE_ID,VIN,VEH_MOD_YEAR,VEH_COLOR_ID,VEH_MAKE_ID,VEH_MOD_ID,VEH_BODY_STYL_ID,EMER_RESPNDR_FL,OWNR_ZIP,FIN_RESP_PROOF_ID,FIN_RESP_TYPE_ID,VEH_DMAG_AREA_1_ID,VEH_DMAG_SCL_1_ID,FORCE_DIR_1_ID,VEH_DMAG_AREA_2_ID,VEH_DMAG_SCL_2_ID,FORCE_DIR_2_ID,VEH_INVENTORIED_FL,VEH_TRANSP_NAME,VEH_TRANSP_DEST,CONTRIB_FACTR_1_ID,CONTRIB_FACTR_2_ID,CONTRIB_FACTR_P1_ID,VEH_TRVL_DIR_ID,FIRST_HARM_EVT_INV_ID,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT
14840432,3,MOTOR VEHICLE,Y,N,TX,5NPET46C26H135322,2006,WHI,HYUNDAI,SONATA,"PASSENGER CAR, 4-DOOR",N,77089,1,LIABILITY INSURANCE POLICY,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,7,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,3,N,LEFT AT SCENE,LEFT AT SCENE,NONE,NA,NA,NORTH,N,0,0,0,0,0,0,0
14840432,4,MOTOR VEHICLE,Y,N,TX,KMHDH4AE0GU564225,NA,BLU,HYUNDAI,ELANTRA,"PASSENGER CAR, 4-DOOR",N,77089,1,PROOF OF LIABILITY INSURANCE,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,8,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,3,N,LEFT AT SCENE,LEFT AT SCENE,NONE,NA,NA,NORTH,N,0,0,0,0,0,0,0
14840432,5,MOTOR VEHICLE,Y,N,TX,1G1ZT68N87F103412,2007,GRY,CHEVROLET,MALIBU,"PASSENGER CAR, 4-DOOR",N,77089,2,NA,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,8,NA,NA,NA,N,LEFT AT SCENE,LEFT AT SCENE,NONE,NA,NA,NORTH,N,0,0,0,0,0,0,0
14840441,1,MOTOR VEHICLE,N,Y,TX,2CNDL63F066043728,2006,WHI,CHEVROLET,EQUINOX,SPORT UTILITY VEHICLE,N,78577,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,DRIVEN AWAY,DRIVEN AWAY,FAILED TO CONTROL SPEED,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14840441,2,MOTOR VEHICLE,N,N,TX,1FAFP56U27A191170,2007,BGE,FORD,TAURUS,"PASSENGER CAR, 4-DOOR",N,78577,1,LIABILITY INSURANCE POLICY,BACK END (RIGHT) DAMAGE PARTIAL CONTACT,DAMAGED 2,5,NA,NA,NA,N,DRIVEN AWAY BY DRIVER,DRIVEN AWAY BY DRIVER,NONE,NA,NA,SOUTH,Y,0,0,0,2,0,0,0
14840448,1,MOTOR VEHICLE,N,N,TX,1N4AL11D46N396700,2006,BLK,NISSAN,ALTIMA,"PASSENGER CAR, 4-DOOR",N,75057,1,PROOF OF LIABILITY INSURANCE,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,10,NA,NA,NA,N,PRO TOW WRECKER SERVICE,D AND G BODY SHOP,IMPAIRED VISIBILITY (EXPLAIN IN NARRATIVE),FAILED TO YIELD ROW - PRIVATE DRIVE,NA,NORTH,Y,0,0,0,1,0,0,0
14840448,2,MOTOR VEHICLE,N,N,TX,1FAHPZMT8EG118459,NA,WHI,FORD,TAURUS,POLICE CAR/TRUCK,N,75029,1,CERTIFICATE OF SELF-INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 2,12,NA,NA,NA,N,PRO TOW WRECKER SERVICE,CITY SHOP,NONE,NA,NA,EAST,Y,0,0,1,0,0,1,0
14840460,1,MOTOR VEHICLE,N,N,TX,1GCGC24M4CS101968,1982,RED,CHEVROLET,SILVERADO,PICKUP,N,75706,1,PROOF OF LIABILITY INSURANCE,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,11,NA,NA,NA,N,,,PASSED IN NO PASSING LANE,NA,NA,NORTH,Y,0,0,0,1,0,0,0
14840460,2,MOTOR VEHICLE,N,N,TX,JTDBT923971175668,2007,WHI,TOYOTA,YARIS,"PASSENGER CAR, 4-DOOR",N,75702,1,PROOF OF LIABILITY INSURANCE,BACK END (RIGHT) DAMAGE PARTIAL CONTACT,DAMAGED 2,7,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,11,N,FOSHEE WRECKER SERVICE,17636 US-69 NORTH LINDALE TX 75771,NONE,NA,NA,NORTH,Y,0,1,0,1,0,1,0
14840462,1,MOTOR VEHICLE,N,N,TX,1FABP41AXHF117599,1987,GRN,FORD,MUSTANG,"PASSENGER CAR, 2-DOOR",N,78214,1,LIABILITY INSURANCE POLICY,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,10,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,7,N,TEXAS TOWING,1127 W SAENZ,UNSAFE SPEED,NA,NA,EAST,Y,0,0,0,1,0,0,0
14840489,1,MOTOR VEHICLE,N,N,TX,1G3NL52T31C256148,2001,MAR,OLDSMOBILE,ALERO,"PASSENGER CAR, 4-DOOR",N,78228,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,NA,NA,NA,N,CONTRACT,GROWDON,DRIVER INATTENTION,FOLLOWED TOO CLOSELY,NA,NORTH,Y,0,0,0,1,0,0,0
14840489,2,MOTOR VEHICLE,N,N,TX,JTLKT324454028793,2005,WHI,TOYOTA,SCION XB,"PASSENGER CAR, 4-DOOR",N,78228,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,6,NA,NA,NA,N,DRIVEN AWAY,,NONE,NA,NA,NORTH,Y,0,0,1,0,0,1,0
14840494,1,MOTOR VEHICLE,N,N,TX,2GCEC19N141408809,2004,RED,CHEVROLET,SILVERADO,PICKUP,N,78219,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,1,NA,NA,NA,N,TEXAS TOWING,GROWDON,UNDER INFLUENCE - ALCOHOL,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14840503,1,MOTOR VEHICLE,N,N,TX,JTDKB20U483383162,NA,GRY,TOYOTA,PRIUS,"PASSENGER CAR, 4-DOOR",N,76054,1,PROOF OF LIABILITY INSURANCE,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 6,3,NA,NA,NA,N,EULESS B&B WRECKER,"1201 W EULESS BLVD., EULESS, TX 76040",FAILED TO YIELD ROW - TURNING LEFT,NA,DRIVER INATTENTION,WEST,Y,0,0,0,1,0,0,0
14840503,2,MOTOR VEHICLE,N,N,TX,1G1JC5SH3D4233163,NA,BLU,CHEVROLET,SONIC,"PASSENGER CAR, 4-DOOR",N,75061,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 5,12,NA,NA,NA,N,EULESS B&B WRECKER,"1201 W EULESS BLVD., EULESS, TX 76040",NONE,NA,NA,EAST,Y,0,2,0,0,0,2,0
14840517,1,MOTOR VEHICLE,N,N,TX,KNAFB1211Y5883148,2000,GRY,KIA,SPECTRA,"PASSENGER CAR, 4-DOOR",N,75751,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,12,NA,NA,NA,N,JR WREKCER SERVICE 903-723-3412,1502 N JACKSON PALESTINE TX 75801,FATIGUED OR ASLEEP,WRONG SIDE - NOT PASSING,NA,NORTH,Y,0,1,0,0,0,1,0
14840523,1,MOTOR VEHICLE,N,N,TX,1G1PE5SB4E7414191,NA,BLU,CHEVROLET,CRUZE,"PASSENGER CAR, 4-DOOR",N,77025,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,DRIVER,DRIVEN AWAY,FAILED TO CONTROL SPEED,DRIVER INATTENTION,NA,NORTH,Y,0,0,0,1,0,0,0
14840523,2,MOTOR VEHICLE,N,N,TX,KNDJN2A28E7038477,NA,GRN,KIA,SOUL,"PASSENGER CAR, 4-DOOR",N,77573,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,6,NA,NA,NA,N,DRIVER,DRIVEN AWAY,NONE,NA,NA,NORTH,Y,0,0,0,1,0,0,0
14840530,1,MOTOR VEHICLE,N,N,TX,3FRNF6HP7DV019766,NA,WHI,FORD,NA,OTHER  (EXPLAIN IN NARRATIVE),N,79928,1,LIABILITY INSURANCE POLICY,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,NO DAMAGE,1,NA,NA,NA,N,,,DRIVER INATTENTION,NA,OTHER (EXPLAIN IN NARRATIVE),NORTH,Y,0,0,0,1,0,0,0
14840537,1,MOTOR VEHICLE,N,Y,UN,,NA,BLK,CHEVROLET,SILVERADO,PICKUP,N,,NA,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,DRIVER,FLED SCENE,NA,NA,UNDER INFLUENCE - ALCOHOL,EAST,Y,0,0,0,0,1,0,0
14840537,2,MOTOR VEHICLE,N,N,MX,3H1JC30405D400818,2005,RED,HONDA,NA,MOTORCYCLE,N,0,2,NA,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 5,6,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,N,DRIVER,PRIVATE TOW,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
14840540,1,MOTOR VEHICLE,N,N,TX,1B7KM26C0PS230713,1993,BLK,DODGE,W-250,PICKUP,N,78641,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 2,1,NA,NA,NA,N,CEDAR PARK WRECKER (512) 267-5100,"13300 B WIRE ROAD, LEANDER, TX",FAILED TO YIELD ROW - OPEN INTERSECTION,NA,DRIVER INATTENTION,NORTH,Y,0,0,0,1,0,0,0
14840540,2,MOTOR VEHICLE,N,N,TX,4S4BRCCC2D1234352,NA,WHI,SUBARU,OUTBACK,"PASSENGER CAR, 4-DOOR",N,78727,1,PROOF OF LIABILITY INSURANCE,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 4,11,NA,NA,NA,N,CEDAR PARK WRECKER (512) 267-5100,"13300 B WIRE ROAD, LEANDER, TX",NONE,NA,NA,SOUTH,Y,0,0,0,2,0,0,0
14840544,1,MOTOR VEHICLE,N,N,TX,1FTFW1ET3CFC96649,NA,WHI,FORD,F150,PICKUP,N,77630,1,LIABILITY INSURANCE POLICY,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 3,12,NA,NA,NA,N,DRIVEN AWAY,BY DRIVER,FAILED TO GIVE HALF OF ROADWAY,NA,DISTRACTION IN VEHICLE,SOUTH,Y,0,0,0,1,0,0,0
14840544,2,MOTOR VEHICLE,Y,N,TX,1FT7X2AXCEC63239,2007,WHI,FORD,F250,PICKUP,N,77041,1,LIABILITY INSURANCE POLICY,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 3,7,NA,NA,NA,N,REMAINED PARKED,,NONE,NA,NA,SOUTH,Y,0,0,0,0,0,0,0
14840582,1,MOTOR VEHICLE,N,N,TX,2GCEC19W611317782,2001,WHI,CHEVROLET,SILVERADO,PICKUP,N,77630,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 3,9,NA,NA,NA,N,,,FAILED TO CONTROL SPEED,NA,NA,NORTH,Y,0,0,0,1,0,0,0
14840582,2,MOTOR VEHICLE,N,N,TX,3VW1K7AJ3CM403211,NA,GRY,VOLKSWAGEN,JETTA,"PASSENGER CAR, 4-DOOR",N,77079,1,PROOF OF LIABILITY INSURANCE,BACK END (RIGHT) DAMAGE PARTIAL CONTACT,DAMAGED 3,5,NA,NA,NA,N,,,NONE,NA,NA,NORTH,Y,0,0,1,0,0,1,0
14840590,1,MOTOR VEHICLE,N,N,TX,1NXBR30E36Z568624,2006,SIL,TOYOTA,COROLLA,"PASSENGER CAR, 4-DOOR",N,75093,1,PROOF OF LIABILITY INSURANCE,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 5,3,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,1,N,SIGNATURE TOWING,"1204 MUNICIPAL AVE, PLANO , TX 75074",DISREGARD STOP AND GO SIGNAL,NA,OTHER (EXPLAIN IN NARRATIVE),EAST,Y,0,0,0,1,0,0,0
14840590,2,MOTOR VEHICLE,N,N,TX,2HGFA1F63AH521284,NA,MAR,HONDA,CIVIC,"PASSENGER CAR, 4-DOOR",N,75056,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 5,12,NA,NA,NA,N,SIGNATURE TOWING,"1204 MUNICIPAL AVE, PLANO , TX 75074",NONE,NA,NA,NORTH,Y,0,0,1,0,0,1,0
14840602,1,MOTOR VEHICLE,N,N,TX,5NPDH4AE9BH022791,NA,BLK,HYUNDAI,ELANTRA,"PASSENGER CAR, 4-DOOR",N,75656,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,3,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,0,0,0,1,0,0,0
14840602,2,MOTOR VEHICLE,N,N,TX,1GCDC14HXEJ179597,1984,RED,CHEVROLET,C10,PICKUP,N,75630,1,PROOF OF LIABILITY INSURANCE,BACK END (LEFT) DAMAGE PARTIAL CONTACT,NO DAMAGE,6,NA,NA,NA,N,,,BACKED WITHOUT SAFETY,OTHER (EXPLAIN IN NARRATIVE),NA,SOUTH,Y,0,0,0,1,0,0,0
14840612,1,MOTOR VEHICLE,N,Y,TX,4TAVN52NXTZ114693,1996,RED,TOYOTA,TACOMA,PICKUP,N,77365,2,NA,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 2,1,NA,NA,NA,Y,MILLERS AUTO BODY,707 W 24TH,DISREGARD STOP AND GO SIGNAL,UNDER INFLUENCE - ALCOHOL,NA,WEST,Y,0,0,0,1,0,0,0
14840612,2,MOTOR VEHICLE,N,N,TX,1FMCU03Z18KA77368,NA,BLU,FORD,ESCAPE,SPORT UTILITY VEHICLE,N,77009,1,PROOF OF LIABILITY INSURANCE,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,3,NA,NA,NA,Y,INFINITY TOWING,8210 PINEMONT,NONE,NA,NA,SOUTH,Y,1,0,0,2,0,1,0
14840656,1,MOTOR VEHICLE,N,N,TX,2C3LA53G38H139020,NA,WHI,CHRYSLER,300,"PASSENGER CAR, 4-DOOR",N,,1,PROOF OF LIABILITY INSURANCE,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 2,1,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,6,N,NONE,NONE,DRIVER INATTENTION,FAILED TO CONTROL SPEED,NA,WEST,Y,0,0,0,1,0,0,0
14840656,2,MOTOR VEHICLE,N,N,TX,JTHBJ46G072083203,2007,BLK,LEXUS,ES 350,"PASSENGER CAR, 4-DOOR",N,77077,1,PROOF OF LIABILITY INSURANCE,BACK END (RIGHT) DAMAGE PARTIAL CONTACT,DAMAGED 2,7,NA,NA,NA,N,NONE,NONE,NONE,NA,NA,WEST,Y,0,0,0,3,0,0,0
14840656,3,MOTOR VEHICLE,N,N,TX,2B3KA43D69H518152,NA,BLK,DODGE,CHARGER,"PASSENGER CAR, 4-DOOR",N,77016,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,NONE,NONE,NONE,NA,NA,WEST,N,0,0,0,1,0,0,0
14840731,1,MOTOR VEHICLE,N,N,TX,JTDBT903271103312,2007,RED,TOYOTA,YARIS,"PASSENGER CAR, 4-DOOR",N,77535,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 5,12,NA,NA,NA,Y,HILLBILLY TOWING,17643 HIGHWAY 105 E,DRIVER INATTENTION,NA,NA,WEST,Y,0,0,0,1,0,0,0
14840731,2,MOTOR VEHICLE,N,N,TX,1J4PS4GK0AC156282,NA,WHI,JEEP,GRAND CHEROKEE,SPORT UTILITY VEHICLE,N,77328,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,6,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,0,0,1,0,0,1,0
14840760,1,MOTOR VEHICLE,N,N,TX,1FTRW07662KB61928,2002,RED,FORD,F150,PICKUP,N,77373,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,LEFT AT SCENE,DRIVEN FROM SCENE,BACKED WITHOUT SAFETY,NA,DRIVER INATTENTION,EAST,Y,0,0,0,1,0,0,0
14840760,2,MOTOR VEHICLE,Y,N,TX,1C4NJCBA7CD504679,NA,SIL,JEEP,LIBERTY,SPORT UTILITY VEHICLE,N,77038,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,9,NA,NA,NA,N,LEFT AT SCENE,LEFT ON SCENE OFF ROADWAY,NONE,NA,NA,NORTH,Y,0,0,0,0,0,0,0
14840774,1,MOTOR VEHICLE,N,N,UN,2GCEC13J081188333,NA,99,CHEVROLET,C1500,UNKNOWN,N,79701,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,NA,NA,NA,NA,Y,ACTION WRECKER SERVICE,1109 S MIDLAND DR MIDLAND TX 79703,DRIVER INATTENTION,FAILED TO DRIVE IN SINGLE LANE,NA,EAST,Y,0,1,0,0,0,1,0
14840774,2,MOTOR VEHICLE,Y,N,TX,JHMES96665S021140,2005,BLK,HONDA,CIVIC,"PASSENGER CAR, 2-DOOR",N,79701,1,PROOF OF LIABILITY INSURANCE,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,7,NA,NA,NA,N,DRIVEN AWAY,,NONE,NA,NA,EAST,Y,0,0,0,0,0,0,0
14840774,3,MOTOR VEHICLE,Y,N,TX,1GCEC14X63Z105149,2003,GRN,CHEVROLET,C1500,PICKUP,N,79701,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,6,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,12,N,DRIVEN AWAY,,NONE,NA,NA,EAST,N,0,0,0,0,0,0,0
14840774,4,MOTOR VEHICLE,Y,N,TX,JN6ND16S6HW009137,1987,RED,NISSAN,NA,PICKUP,N,79701,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,NA,N,DRIVEN AWAY,,NONE,NA,NA,EAST,N,0,0,0,0,0,0,0
14840774,5,MOTOR VEHICLE,Y,N,TX,2G4WS52M4X1481849,1999,GLD,BUICK,CENTURY,"PASSENGER CAR, 4-DOOR",N,79701,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,DRIVEN AWAY,,NONE,NA,NA,EAST,N,0,0,0,0,0,0,0
14840778,1,MOTOR VEHICLE,N,N,TX,1HGCM66544A063238,2004,WHI,HONDA,ACCORD,"PASSENGER CAR, 4-DOOR",N,75067,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,11,NA,NA,NA,N,PRO TOW,1006 E MAIN ST,DISREGARD STOP SIGN OR LIGHT,NA,NA,WEST,Y,0,0,0,1,0,0,0
14840778,2,MOTOR VEHICLE,N,N,TX,2CNBJ634026918778,2002,BLU,CHEVROLET,TRACKER,SPORT UTILITY VEHICLE,N,75077,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,3,LEFT SIDE AND TOP DAMAGE ROLLOVER EFFECTS,DAMAGED 3,3,N,PRO TOW,1006 E MAIN ST,NONE,NA,NA,NORTH,Y,0,0,0,1,0,0,0
14840787,1,MOTOR VEHICLE,N,N,TX,1FAFP34302W111827,2002,RED,FORD,FOCUS,"PASSENGER CAR, 4-DOOR",N,77055,1,LIABILITY INSURANCE POLICY,UNDERCARRIAGE DAMAGE ONLY,NO DAMAGE,1,NA,NA,NA,N,LAKESIDE TOWING (512)259-6620,"12400 ANDERSON MILL RD; AUSTIN, TX",NA,NA,UNDER INFLUENCE - ALCOHOL,NORTHWEST,Y,0,0,1,0,0,1,0
14840803,1,MOTOR VEHICLE,N,N,TX,1HGCG5649WA168613,1998,GRN,HONDA,ACCORD,"PASSENGER CAR, 4-DOOR",N,76012,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,11,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,8,N,,,FAILED TO YIELD ROW - STOP SIGN,NA,NA,EAST,Y,0,0,0,1,0,0,0
14840803,2,MOTOR VEHICLE,N,N,TX,1FAHP52U83G265715,2003,WHI,FORD,TAURUS,"PASSENGER CAR, 4-DOOR",N,75232,3,LIABILITY INSURANCE POLICY,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,2,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,4,Y,CONTRACT WRECKER,"1955 VILBIG, DALLAS, TEXAS",NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14840819,1,MOTOR VEHICLE,N,Y,TX,1GNEC16Z55R100842,2005,BLU,CHEVROLET,TAHOE,SPORT UTILITY VEHICLE,N,75056,1,PROOF OF LIABILITY INSURANCE,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,11,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,11,N,DRIVER,DRIVEN AWAY,CHANGED LANE WHEN UNSAFE,NA,NA,SOUTHEAST,Y,0,0,0,1,0,0,0
14840819,2,MOTOR VEHICLE,N,N,TX,1G1JC5SH5E4122678,NA,BLK,CHEVROLET,SONIC,"PASSENGER CAR, 4-DOOR",N,76051,1,PROOF OF LIABILITY INSURANCE,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,3,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,4,N,DRIVER,DRIVEN AWAY,NONE,NA,NA,SOUTHEAST,Y,0,0,0,3,0,0,0
14840821,1,MOTOR VEHICLE,N,N,TX,3N1BC1CP9BL394850,NA,99,NISSAN,VERSA,"PASSENGER CAR, 4-DOOR",N,77096,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,1,NA,NA,NA,Y,ELITE COLLISION,1733 ENNIS,UNDER INFLUENCE - ALCOHOL,NA,FAILED TO DRIVE IN SINGLE LANE,SOUTH,Y,0,0,0,1,0,0,0
14840829,1,MOTOR VEHICLE,N,N,TX,1FMYU60E13UA64305,2003,GRN,FORD,EXPLORER,SPORT UTILITY VEHICLE,N,77080,2,NA,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 7 HIGHEST,9,NA,NA,NA,N,MIRAGE TOWING,13065 FONDREN,NA,NA,FAILED TO CONTROL SPEED,NORTH,Y,0,0,1,0,0,1,0
14840833,1,MOTOR VEHICLE,N,N,TX,1G4PP5SK9C4231638,NA,BRO,BUICK,VERANO,"PASSENGER CAR, 4-DOOR",N,77048,2,NA,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,1,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,11,Y,EMPIRE TOWING,6021 ALMEDA GENOA,FAULTY EVASIVE ACTION,NA,NA,EAST,Y,0,0,0,1,0,0,0
14840833,2,NON-CONTACT,N,N,UN,,NA,99,UNKNOWN,UNKNOWN,SPORT UTILITY VEHICLE,N,,2,NA,NA,NA,NA,NA,NA,NA,N,,,NONE,NA,NA,EAST,N,0,0,0,0,1,0,0
14840833,2,NON-CONTACT,N,N,UN,,NA,99,UNKNOWN,UNKNOWN,SPORT UTILITY VEHICLE,N,,2,NA,NA,NA,NA,NA,NA,NA,N,,,NONE,NA,NA,EAST,N,0,0,0,0,1,0,0
14840841,1,MOTOR VEHICLE,N,N,TX,3N1CB51D75L482582,2005,SIL,NISSAN,SENTRA,"PASSENGER CAR, 4-DOOR",N,77041,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,12,NA,NA,NA,Y,CAR ZONE WRECKER,8210 PINEMONT,UNDER INFLUENCE - ALCOHOL,NA,NA,NORTH,Y,0,0,0,1,0,0,0
14840841,2,MOTOR VEHICLE,N,N,TX,WMWXS5C58F2C63217,NA,WHI,MINI,COOPER,"PASSENGER CAR, 4-DOOR",N,,1,PROOF OF LIABILITY INSURANCE,BACK END (RIGHT) DAMAGE PARTIAL CONTACT,DAMAGED 4,5,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,11,Y,CAR KING TOWING,5675 W. TIDWELL,NONE,NA,NA,NORTH,Y,0,0,0,1,0,0,0
14840841,3,MOTOR VEHICLE,N,N,TX,1FTPX12584NA08476,2004,BLK,FORD,F150,PICKUP,N,,1,PROOF OF LIABILITY INSURANCE,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 3,7,NA,NA,NA,N,NOT TOWED,NOT TOWED,NONE,NA,NA,NORTH,N,0,0,0,2,0,0,0
14840841,4,MOTOR VEHICLE,N,N,TX,JNKCA21A2WT618732,1998,BLK,INFINITI,I30,"PASSENGER CAR, 4-DOOR",N,,1,PROOF OF LIABILITY INSURANCE,BACK END (RIGHT) DAMAGE PARTIAL CONTACT,DAMAGED 3,5,NA,NA,NA,N,NOT TOWED,NOT TOWED,NONE,NA,NA,NORTH,N,0,0,0,2,0,0,0
14840875,1,MOTOR VEHICLE,N,N,TX,2FMZA52412BB02843,2002,WHI,FORD,WINDSTAR,VAN,N,78501,1,PROOF OF LIABILITY INSURANCE,RIGHT SIDE AND TOP DAMAGE ROLLOVER EFFECTS,DAMAGED 4,3,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,1,Y,956 TOWING & RECOVERY (956)240-3491,"1515 W. MILE 3 RD., MISSION, TX 78573",FAILED TO DRIVE IN SINGLE LANE,NA,NA,EAST,Y,0,0,0,1,0,0,0
