"CRASH_ID","UNIT_NBR","PRSN_NBR","PRSN_TYPE_ID","PRSN_OCCPNT_POS_ID","PRSN_INJRY_SEV_ID","PRSN_AGE","PRSN_ETHNICITY_ID","PRSN_GNDR_ID","PRSN_EJCT_ID","PRSN_REST_ID","PRSN_AIRBAG_ID","PRSN_HELMET_ID","PRSN_SOL_FL","PRSN_ALC_SPEC_TYPE_ID","PRSN_ALC_RSLT_ID","PRSN_BAC_TEST_RSLT","PRSN_DRG_SPEC_TYPE_ID","PRSN_DRG_RSLT_ID","DRVR_DRG_CAT_1_ID","PRSN_DEATH_TIME","INCAP_INJRY_CNT","NONINCAP_INJRY_CNT","POSS_INJRY_CNT","NON_INJRY_CNT","UNKN_INJRY_CNT","TOT_INJRY_CNT","DEATH_CNT","DRVR_LIC_TYPE_ID","DRVR_LIC_STATE_ID","DRVR_LIC_CLS_ID","DRVR_ZIP"
14840612,1,1,"DRIVER","FRONT LEFT","NOT INJURED",49,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","BLOOD","Positive",0.206,"BLOOD","Negative","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C",""
14840612,2,1,"DRIVER","FRONT LEFT","INCAPACITATING INJURY",50,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",1,0,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C",""
14840656,1,1,"DRIVER","FRONT LEFT","NOT INJURED",40,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C",""
14840656,2,1,"DRIVER","FRONT LEFT","NOT INJURED",42,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77077"
14840656,3,1,"DRIVER","FRONT LEFT","NOT INJURED",25,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77016"
14840731,1,1,"DRIVER","FRONT LEFT","NOT INJURED",25,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77535"
14840731,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",55,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77328"
14840760,1,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77373"
14840774,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",21,"HISPANIC","MALE","NO","UNKNOWN","DEPLOYED, FRONT","NOT APPLICABLE","N","BLOOD",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","79701"
14840778,1,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75067"
14840778,2,1,"DRIVER","FRONT LEFT","NOT INJURED",27,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75077"
14840787,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",17,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","BLOOD","Positive",0.09,"BLOOD","UNKNOWN","UNKNOWN","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","78613"
14840803,1,1,"DRIVER","FRONT LEFT","NOT INJURED",20,"OTHER","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","76012"
14840803,2,1,"DRIVER","FRONT LEFT","NOT INJURED",31,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"ID CARD","Texas","UNLICENSED","75232"
14840819,1,1,"DRIVER","FRONT LEFT","NOT INJURED",32,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNLICENSED",NA,"UNLICENSED","75056"
14840819,2,1,"DRIVER","FRONT LEFT","NOT INJURED",20,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","76051"
14840821,1,1,"DRIVER","FRONT LEFT","NOT INJURED",27,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77096"
14840829,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",54,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77080"
14840833,1,1,"DRIVER","FRONT LEFT","NOT INJURED",46,"BLACK","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77048"
14840833,2,1,"UNKNOWN","UNKNOWN","UNKNOWN",NA,"UNKNOWN","UNKNOWN","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,0,1,0,0,"UNKNOWN","Unknown","UNKNOWN",""
14840841,1,1,"DRIVER","FRONT LEFT","NOT INJURED",53,"HISPANIC","MALE","NO","UNKNOWN","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77041"
14840841,2,1,"DRIVER","FRONT LEFT","NOT INJURED",50,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","UNKNOWN","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Colorado","OTHER/OUT OF STATE",""
14840841,3,1,"DRIVER","FRONT LEFT","NOT INJURED",39,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C",""
14840841,4,1,"DRIVER","FRONT LEFT","NOT INJURED",53,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"ID CARD","Texas","UNLICENSED",""
14840875,1,1,"DRIVER","FRONT LEFT","NOT INJURED",62,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"COMMERCIAL DRIVER LIC.","Texas","CLASS A","78577"
14840901,1,1,"DRIVER","FRONT LEFT","NOT INJURED",42,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77479"
14840905,1,1,"DRIVER","FRONT LEFT","NOT INJURED",21,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77089"
14840908,1,1,"DRIVER","FRONT LEFT","NOT INJURED",21,"OTHER","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77031"
14840911,1,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77571"
14840911,2,1,"DRIVER","FRONT LEFT","NOT INJURED",58,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"COMMERCIAL DRIVER LIC.","Texas","CLASS A","77396"
14840919,1,1,"DRIVER","FRONT LEFT","NOT INJURED",42,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","76119"
14840921,1,1,"DRIVER","FRONT LEFT","NOT INJURED",52,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS B","79701"
14840921,2,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79705"
14840930,1,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"ASIAN","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77479"
14840934,1,1,"DRIVER","FRONT LEFT","NOT INJURED",21,"OTHER","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77340"
14840934,2,1,"DRIVER","FRONT LEFT","NOT INJURED",20,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77084"
14840941,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",48,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BLOOD",NA,NA,"BLOOD","UNKNOWN","UNKNOWN","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77090"
14840941,2,1,"PASSENGER/OCCUPANT","FRONT LEFT","NON-INCAPACITATING INJURY",27,"WHITE","FEMALE","NO","NONE","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C AND M","77598"
14840943,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",25,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"ID CARD","Texas","UNLICENSED","75287"
14840993,1,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78133"
14840993,2,1,"DRIVER","FRONT LEFT","NOT INJURED",56,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, SIDE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78133"
14840998,1,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C",""
14841006,1,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75707"
14841006,2,1,"DRIVER","FRONT LEFT","NOT INJURED",39,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75766"
14841018,1,1,"DRIVER","FRONT LEFT","NOT INJURED",19,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79605"
14841018,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",35,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77089"
14841039,1,1,"DRIVER","FRONT LEFT","NOT INJURED",52,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77081"
14841039,2,1,"DRIVER","FRONT LEFT","NOT INJURED",37,"ASIAN","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77036"
14841046,1,1,"DRIVER","FRONT LEFT","NOT INJURED",27,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","BLOOD",NA,NA,"BLOOD","UNKNOWN","UNKNOWN","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78232"
14841046,2,1,"DRIVER","FRONT LEFT","INCAPACITATING INJURY",49,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","UNKNOWN","NOT APPLICABLE","N","OTHER (EXPLAIN IN NARRATIVE)",NA,NA,"OTHER (EXPLAIN IN NARRATIVE)","UNKNOWN","UNKNOWN","",1,0,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","78218"
14841055,1,1,"DRIVER","FRONT LEFT","NOT INJURED",41,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75209"
14841055,2,1,"DRIVER","FRONT LEFT","NOT INJURED",21,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNLICENSED",NA,"UNLICENSED","75235"
14841061,1,1,"DRIVER","FRONT LEFT","NOT INJURED",42,"HISPANIC","MALE","NO","UNKNOWN","DEPLOYED, FRONT","NOT APPLICABLE","N","BREATH","Positive",0.119,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78233"
14841071,1,1,"DRIVER","FRONT LEFT","NOT INJURED",36,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78251"
14841071,2,1,"DRIVER","FRONT LEFT","NOT INJURED",73,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78254"
14841074,1,1,"DRIVER","FRONT LEFT","NOT INJURED",35,"HISPANIC","FEMALE","NO","UNKNOWN","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNLICENSED",NA,"UNLICENSED","78221"
14841080,1,1,"DRIVER","FRONT LEFT","NOT INJURED",31,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79901"
14841080,2,1,"DRIVER","FRONT LEFT","NOT INJURED",35,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"ID CARD","Texas","UNLICENSED","79936"
14841092,1,1,"DRIVER","FRONT LEFT","NOT INJURED",59,"ASIAN","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, SIDE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C",""
14841092,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",19,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"ID CARD","Texas","UNLICENSED",""
14841166,1,1,"DRIVER","FRONT LEFT","NOT INJURED",62,"BLACK","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77701"
14841171,1,1,"DRIVER","FRONT LEFT","NOT INJURED",19,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78251"
14841171,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",22,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","78666"
14841278,1,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77447"
14841354,1,1,"DRIVER","FRONT LEFT","NOT INJURED",25,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78209"
14841469,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",44,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","OTHER (EXPLAIN IN NARRATIVE)",NA,NA,"BLOOD","UNKNOWN","UNKNOWN","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","75119"
14841503,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",23,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77087"
14841507,1,1,"DRIVER","FRONT LEFT","NOT INJURED",21,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77840"
14841507,2,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",24,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77840"
14841518,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",16,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77845"
14841518,2,1,"DRIVER","FRONT LEFT","NOT INJURED",53,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77845"
14841522,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",18,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","BLOOD","Positive",0.199,"BLOOD","Negative","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","75092"
14841528,1,1,"DRIVER","FRONT LEFT","NOT INJURED",65,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75928"
14841528,2,1,"DRIVER","FRONT LEFT","NOT INJURED",34,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77028"
14841547,1,1,"DRIVER","FRONT LEFT","NOT INJURED",42,"OTHER","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77015"
14841547,2,1,"DRIVER","FRONT LEFT","NOT INJURED",42,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77095"
14841554,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",63,"ASIAN","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","76117"
14841554,2,1,"DRIVER","FRONT LEFT","NOT INJURED",23,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","76103"
14841592,1,1,"DRIVER","FRONT LEFT","NOT INJURED",23,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BREATH","Positive",0.157,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75144"
14841592,2,1,"DRIVER","FRONT LEFT","NOT INJURED",40,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75035"
14841617,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",46,"ASIAN","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"COMMERCIAL DRIVER LIC.","Texas","CLASS C","76108"
